,T1_HL48G,T2_HL48G,T4_HL48G,T5_HL48G,T11_HL48G,T12_HL48G,T13_HL48G,T14_HL48G,T15_HL48G,T16_HL48X,T17_HL48X,T18_HL48X,T19_HL48X,T21_HL48X,T22_HL48X,T23_HL48X,T24_HL48X
hotlake_ucc_72360,847,438,140,516,97,241,247,133,189,131,96,46,128,458,340,279,1041
hotlake_ucc_72361,990,433,159,414,202,446,236,205,186,154,203,63,182,509,301,343,1473
hotlake_ucc_72362,1093,501,128,472,108,391,315,187,219,219,210,101,225,766,540,477,1980
hotlake_ucc_72363,677,298,91,293,96,220,168,83,144,46,52,24,72,205,108,130,814
hotlake_ucc_72364,7508,4059,1326,5494,1280,3422,3287,2106,2091,841,827,428,892,4064,2501,2359,11221
hotlake_ucc_72365,847,402,119,394,148,347,264,169,236,76,83,32,115,367,228,190,1107
hotlake_ucc_72366,1513,774,200,761,296,713,592,401,395,296,331,100,292,884,457,564,2182
hotlake_ucc_72367,54,29,3,18,5,18,17,3,23,6,11,7,10,25,28,28,117
hotlake_ucc_72368,259,115,33,87,34,93,56,31,71,63,56,17,64,243,136,163,703
hotlake_ucc_72369,3703,2335,670,2148,504,1816,1156,982,1251,469,495,245,589,2413,1730,1500,10406
hotlake_ucc_72370,208,100,12,87,40,147,82,56,47,66,84,29,88,258,153,149,475
hotlake_ucc_72371,120,69,18,41,31,62,37,27,38,35,33,19,51,161,68,68,292
hotlake_ucc_72372,517,268,86,248,106,283,189,78,163,38,42,19,55,135,79,99,652
hotlake_ucc_72373,1014,443,138,392,222,484,350,195,231,99,99,52,113,356,223,203,1466
hotlake_ucc_72374,965,475,146,390,98,336,232,157,254,107,117,39,118,509,265,262,1319
hotlake_ucc_72375,971,463,126,354,148,493,275,195,390,106,107,49,142,425,267,283,1830
hotlake_ucc_72376,1650,817,269,892,296,614,478,351,515,183,190,88,236,623,448,421,1752
hotlake_ucc_72377,1050,479,166,490,133,436,310,207,294,160,172,72,169,657,393,353,1522
hotlake_ucc_72378,603,292,99,293,152,404,312,184,273,85,98,50,92,366,210,178,948
hotlake_ucc_72379,462,241,65,283,92,225,155,112,129,78,73,27,83,287,145,187,522
hotlake_ucc_72380,1528,937,276,785,151,661,399,248,507,124,116,52,121,649,436,361,2950
hotlake_ucc_72381,203,106,27,153,40,10672,81799,65,129,8932,7817,987,9536,305,1512,148,763
hotlake_ucc_72382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hotlake_ucc_72384,4268,2153,740,3358,702,1947,2195,1104,1326,830,815,430,916,3239,1550,1566,4265
hotlake_ucc_72385,12601,8365,3206,15285,2691,7144,7880,4697,3651,3065,3019,1579,3205,11226,8022,6379,13085
hotlake_ucc_72387,686,309,92,343,133,313,252,135,201,101,142,76,162,779,520,482,1402
hotlake_ucc_72388,1121,513,138,607,171,488,422,284,336,296,312,164,362,1485,956,1099,1451
hotlake_ucc_72389,889,424,112,531,182,499,342,246,308,183,254,112,266,985,587,653,1199
hotlake_ucc_72390,784,371,109,561,198,388,362,230,202,140,137,43,161,375,167,215,781
hotlake_ucc_72391,335,221,46,183,60,192,117,70,122,84,88,35,93,349,195,189,492
hotlake_ucc_72392,879,351,108,287,121,381,226,128,301,127,129,55,145,463,243,250,1495
hotlake_ucc_72393,780,352,92,320,86,265,208,127,206,107,114,34,127,391,178,208,1176
hotlake_ucc_72394,1323,654,179,738,186,491,330,227,366,167,199,79,183,718,441,364,1706
hotlake_ucc_72395,2307,1175,320,1337,409,913,677,483,619,369,352,164,387,1196,735,750,2665
hotlake_ucc_72396,1116,723,214,861,227,488,415,342,335,173,214,71,216,586,366,368,1168
hotlake_ucc_72397,3124,1568,505,2008,897,1889,1492,1001,1302,933,1144,460,1233,3541,2494,2233,5931
hotlake_ucc_72398,501,267,91,581,132,357,389,200,177,217,204,85,193,761,464,419,542
hotlake_ucc_72399,266,188,45,337,49,130,189,117,89,70,55,26,66,324,197,194,487
hotlake_ucc_72400,69458,28056,17727,62435,86542,69843,73679,68780,26052,230727,278355,14484,309227,96655,169501,110501,88079
hotlake_ucc_72401,75,28,19,42,67,38,17,31,39,85,115,8,84,32,36,32,119
hotlake_ucc_72402,229521,70833,34362,79183,82201,154054,96721,81153,87413,204774,229935,31159,260060,201328,154540,112640,206833
hotlake_ucc_72403,652,521,183,1446,271,555,649,420,302,128,164,74,131,489,323,240,390
hotlake_ucc_124581,373,345,95,363,95,276,263,169,172,57,57,25,115,411,200,250,352
hotlake_ucc_72404,67,29,5,33,14,27,50,20,13,13,8,7,17,59,47,48,101
hotlake_ucc_72405,38,19,4,16,3,11,23,8,10,9,4,2,7,35,20,17,62
hotlake_ucc_72406,3267,2149,789,3892,872,2115,2153,1338,1511,444,407,220,487,2304,1581,1157,3487
hotlake_ucc_72407,5629,4272,1514,8484,1409,4116,3774,2343,2387,648,676,378,650,3390,2478,1604,5564
hotlake_ucc_72408,293,120,46,211,50,123,159,89,86,30,53,39,47,136,64,78,230
hotlake_ucc_72409,1760,721,243,1307,402,655,886,426,476,282,265,136,272,620,280,311,1390
hotlake_ucc_72410,644,258,41,499,65,84,215,110,52,142,151,72,183,149,89,141,286
hotlake_ucc_72411,521,239,85,903,128,226,522,278,145,296,308,115,385,357,209,314,550
hotlake_ucc_72412,271,185,63,634,66,252,470,272,179,401,411,152,558,410,216,354,541
hotlake_ucc_72413,1597,916,403,1826,492,999,1097,743,629,432,379,212,543,995,749,864,1719
hotlake_ucc_72414,1875,890,314,1201,486,1048,838,512,713,363,443,139,459,1753,994,943,2763
hotlake_ucc_72415,1404,705,185,742,242,716,415,280,413,231,233,103,266,728,368,413,1542
hotlake_ucc_72416,1297,639,206,700,166,555,409,264,317,180,184,86,212,714,397,378,1236
hotlake_ucc_72417,1062,496,131,455,146,567,378,211,378,136,156,64,205,641,328,368,1541
hotlake_ucc_72418,56773,40362,13084,74656,9837,29187,32680,19167,19495,1310,1580,1053,1610,5651,5568,4266,42179
hotlake_ucc_72419,3912,2412,620,2303,562,1835,1467,937,1572,1516,1766,883,2144,5986,3246,2894,8381
hotlake_ucc_72420,11082,6031,2137,7691,2266,5756,4291,2629,4765,6661,6129,3153,7050,18770,11827,11558,35044
hotlake_ucc_72421,3093,1477,604,2374,699,2008,1905,974,1479,1838,1798,743,2082,3887,2370,2161,6323
hotlake_ucc_72422,7495,4252,1479,6446,1748,4991,4230,2218,3154,2362,2375,993,2554,6726,3539,3619,13859
hotlake_ucc_72423,4850,2474,946,3826,1766,3769,3178,2139,2205,1676,1734,623,1921,3749,2031,2225,8764
hotlake_ucc_72424,4878,2768,859,2575,700,2920,1768,1055,1767,1123,1147,525,1278,2818,1581,1845,9219
hotlake_ucc_72425,2241,1310,329,1254,222,940,666,373,785,278,315,125,310,1076,669,603,4219
hotlake_ucc_72427,3797,1940,562,1495,422,1889,1024,622,1269,652,604,295,803,2049,1167,1225,5611
hotlake_ucc_72428,2178,1040,314,848,249,1011,537,356,730,425,396,167,435,1220,634,614,3584
hotlake_ucc_72429,5259,2410,716,1927,848,2634,1409,1021,1770,1052,1070,418,1294,2628,1498,1828,6345
hotlake_ucc_72430,2642,1241,397,1264,440,1270,943,503,842,503,519,200,557,1124,696,697,2618
hotlake_ucc_72431,1463,777,254,759,326,879,641,392,488,250,206,91,230,779,403,506,1384
hotlake_ucc_72432,2727,1388,469,1269,516,1660,1098,698,1017,445,440,189,508,1479,763,918,3395
hotlake_ucc_72433,10139,4782,1499,4221,1617,5198,3423,1792,3353,1471,1655,691,1740,4867,2578,3030,14691
hotlake_ucc_72434,1223,509,175,645,179,630,423,241,409,206,246,79,237,587,320,316,1617
hotlake_ucc_72435,547,241,88,196,141,302,143,129,199,163,213,59,276,409,242,310,630
hotlake_ucc_72436,4349,2272,709,1797,740,2319,1388,875,1430,825,762,364,840,2264,1416,1584,6273
hotlake_ucc_72437,2503,1375,434,1181,427,1532,1016,599,922,455,466,196,442,1599,988,972,3386
hotlake_ucc_72438,14619,9475,3172,12155,3182,9105,6795,4196,6295,2309,2201,1051,2120,7480,4710,4405,19718
hotlake_ucc_72439,7942,7811,3539,15600,1948,4405,4253,3349,3234,729,863,337,588,2688,1984,1340,5504
hotlake_ucc_72440,1531,1282,477,1864,2907,1337,930,1196,1164,614,520,223,444,1174,992,1175,1860
hotlake_ucc_72441,6302,5603,2320,7866,1174,3112,2478,1987,2450,745,718,285,607,2255,1628,1104,3893
hotlake_ucc_72442,6749,6327,2475,7729,1138,3953,2385,2055,3053,893,878,341,762,3179,2056,1415,4556
hotlake_ucc_72443,4275,3265,1198,3798,478,1817,1324,969,1456,433,427,214,365,1783,1170,939,2956
hotlake_ucc_124582,2255,1361,433,1644,292,969,880,480,540,406,395,162,359,1223,653,604,1812
hotlake_ucc_72444,5069,4955,1823,4902,619,1992,1417,1076,1301,441,396,178,345,1448,980,623,2987
hotlake_ucc_72445,1965,1450,492,1525,200,831,568,375,642,255,219,146,265,981,630,509,2084
hotlake_ucc_72446,771,385,113,508,167,426,362,210,247,348,308,160,341,1763,1133,957,1236
hotlake_ucc_72447,1681,964,338,1222,225,710,634,352,486,502,398,222,440,1415,823,801,1509
hotlake_ucc_72448,1362,729,184,725,197,520,392,236,364,363,349,162,388,1268,764,777,1764
hotlake_ucc_72449,160,85,26,103,26,87,64,59,36,19,34,9,12,111,51,63,248
hotlake_ucc_72450,806,534,116,811,129,415,462,263,373,190,220,141,268,1066,717,563,1973
hotlake_ucc_72452,381,192,48,267,95,149,155,103,130,120,118,40,164,518,333,304,632
hotlake_ucc_72453,740,350,119,608,223,500,532,298,325,213,245,130,238,1069,690,596,1197
hotlake_ucc_72454,1177,623,163,962,255,573,636,341,309,317,374,167,432,1588,912,880,1192
hotlake_ucc_72455,936,510,342,978,450,673,601,752,796,1317,1314,298,1269,1037,911,1076,1382
hotlake_ucc_72456,11460,6469,1827,12738,2335,5291,6423,3339,4703,6112,7063,3715,7419,34510,28281,22242,17712
hotlake_ucc_72457,3567,1558,412,1665,690,2162,1210,829,1194,846,1089,484,1156,3651,2489,2362,3173
hotlake_ucc_72458,7436,4202,1224,5952,1489,3820,3959,2068,2198,3573,3290,1681,3473,13080,8724,8637,6717
hotlake_ucc_72459,4610,2360,620,2776,758,2077,1556,953,1345,1622,1642,696,1571,7464,4947,5416,7410
hotlake_ucc_72460,1319,739,202,1329,548,544,862,360,426,432,487,144,378,2137,1362,1320,1863
hotlake_ucc_72461,1183,458,150,615,226,437,440,265,344,305,298,133,359,1283,787,806,1989
hotlake_ucc_72462,1411,688,190,753,381,850,703,391,488,223,198,96,197,771,449,534,2599
hotlake_ucc_72464,301,157,45,203,50,144,128,93,57,48,48,11,48,245,101,128,594
hotlake_ucc_72465,2470,1190,383,1509,483,1848,1581,604,898,369,365,208,417,1773,1025,879,5568
hotlake_ucc_72466,1088,503,140,648,271,674,586,338,381,169,185,75,210,647,352,382,1678
hotlake_ucc_72467,5530,3189,982,3345,823,2969,2143,1247,1550,562,493,264,496,2396,1291,1333,5150
hotlake_ucc_72468,2038,995,305,947,336,1004,684,444,580,199,242,103,290,890,416,414,1556
hotlake_ucc_72469,3536,1490,443,1613,575,1565,972,676,1080,316,348,160,387,1391,884,881,4240
hotlake_ucc_72470,7649,3416,1046,3370,705,1811,1443,979,1230,1798,1784,765,1982,3796,2744,2944,11895
hotlake_ucc_72471,4411,2511,663,2375,620,2011,1280,804,1530,627,620,373,687,2755,2072,1608,14916
hotlake_ucc_72472,3285,1678,464,2009,639,1830,1092,726,1169,376,434,197,493,2316,1639,1452,10776
hotlake_ucc_72473,6056,3766,1065,4201,915,3110,1851,1228,1979,1214,1343,671,1418,4251,3644,3139,12924
hotlake_ucc_72474,913,392,112,409,92,357,275,172,294,99,144,42,128,503,325,298,1524
hotlake_ucc_72475,1888,995,263,1158,450,794,697,463,672,243,352,142,331,1230,844,835,3277
hotlake_ucc_72477,3827,1960,604,1651,444,1928,879,626,1451,601,615,312,727,2546,1728,1694,7622
hotlake_ucc_72478,2619,1200,319,895,614,1741,860,546,977,360,360,171,389,1245,842,859,4414
hotlake_ucc_72479,788,310,105,323,121,432,241,158,261,75,103,34,95,257,177,167,1148
hotlake_ucc_72480,248,131,46,152,37,98,118,57,67,5,12,3,10,54,29,33,349
hotlake_ucc_124583,68,17,8,25,16,59,27,17,25,9,6,6,6,10,19,11,68
hotlake_ucc_72481,2250,1090,317,1538,507,1930,949,646,660,285,307,102,285,814,807,698,3746
hotlake_ucc_72482,1976,1036,398,1466,410,2512,865,587,553,225,222,87,221,543,543,612,2938
hotlake_ucc_72483,10123,5620,1339,6330,1196,3344,2955,1757,2161,2007,1761,1035,1920,7355,5814,4408,19036
hotlake_ucc_72485,2087,1147,329,1333,372,972,678,496,743,278,306,132,292,1082,737,633,4288
hotlake_ucc_72486,1151,633,169,634,208,505,351,238,372,168,197,94,229,651,423,378,2357
hotlake_ucc_72487,3798,2274,645,3554,951,1828,1905,1209,1226,538,435,252,517,2099,1224,1293,5489
hotlake_ucc_72488,543,226,61,232,91,258,177,116,138,73,95,36,74,333,176,164,892
hotlake_ucc_72489,3990,2249,736,2924,1165,2478,1813,1003,1310,641,719,291,572,1821,1010,1007,2997
hotlake_ucc_72490,891,371,107,415,176,566,363,215,339,99,134,57,184,434,224,216,896
hotlake_ucc_72491,278,135,57,168,63,182,134,74,94,38,31,16,27,118,79,69,252
hotlake_ucc_72492,1454,892,318,1747,340,897,1078,696,657,95,90,59,105,452,323,220,1334
hotlake_ucc_72493,676,314,94,473,167,373,406,251,225,113,139,46,124,363,217,224,578
hotlake_ucc_72494,6,6,4,11,1,2,6,2,3,5,4,1,4,4,4,15,22
hotlake_ucc_72495,1161,634,196,854,316,733,549,324,420,225,221,111,302,961,495,552,1814
hotlake_ucc_72496,729,293,112,436,163,340,302,154,198,118,137,58,151,404,200,196,596
hotlake_ucc_72497,877,380,110,438,156,429,332,193,257,93,109,31,100,356,193,220,1092
hotlake_ucc_72498,14127,7983,2848,9948,2364,7262,5057,3229,5151,4780,5615,3189,6713,24489,19537,14591,27276
hotlake_ucc_72499,547,333,82,356,130,287,197,101,179,110,103,39,93,475,259,232,772
hotlake_ucc_72500,2121,1096,296,1056,482,1065,802,484,688,393,297,124,320,1382,1040,936,2851
hotlake_ucc_72501,3046,1574,397,1629,486,1483,1244,741,1060,662,668,329,826,2874,1520,1568,3694
hotlake_ucc_72502,1117,535,116,562,222,493,411,262,378,216,239,101,224,803,435,393,1370
hotlake_ucc_72503,1015,530,133,439,168,465,245,176,288,145,139,62,163,455,236,264,929
hotlake_ucc_72504,2845,1543,351,1219,303,1204,804,534,625,302,368,145,296,979,483,470,2533
hotlake_ucc_72505,8064,5830,1560,4413,695,3052,1564,1186,1901,891,848,507,987,4325,3427,2967,18128
hotlake_ucc_72506,5676,4217,1381,4649,793,2446,1616,1137,1937,650,637,371,589,2457,2107,1529,9234
hotlake_ucc_72507,294,142,57,275,98,146,235,127,84,66,73,44,102,330,205,219,870
hotlake_ucc_72508,650,310,97,482,189,263,343,208,142,170,208,77,231,890,555,594,1865
hotlake_ucc_72509,175,65,28,130,55,80,95,54,49,57,73,29,54,241,167,160,423
hotlake_ucc_72510,2887,1222,276,1247,773,1762,1005,641,1067,648,766,391,1038,1861,1526,1378,941
hotlake_ucc_72511,214,108,33,169,47,113,110,59,73,53,49,28,66,172,106,78,326
hotlake_ucc_72512,3526,2083,640,2944,799,2221,1582,1145,1555,661,733,301,796,2007,1627,1153,3280
hotlake_ucc_72513,170,68,16,64,26,74,39,25,33,24,27,4,16,77,42,53,259
hotlake_ucc_72514,824,355,94,283,127,355,219,147,274,94,77,34,71,331,194,240,1190
hotlake_ucc_72515,1014,481,104,277,85,485,201,148,246,159,139,55,147,509,305,315,1513
hotlake_ucc_72516,1024,708,198,761,134,567,385,229,361,121,103,77,87,551,394,348,2185
hotlake_ucc_72517,1037,475,145,310,125,477,178,164,276,88,117,42,120,381,215,223,1501
hotlake_ucc_72518,3336,1669,434,1417,350,1299,805,532,800,307,324,138,352,1333,712,650,4024
hotlake_ucc_72519,2185,963,299,858,367,1116,564,386,505,379,382,172,464,1244,892,770,2347
hotlake_ucc_72520,2253,1115,193,580,171,920,332,254,628,213,237,139,283,1308,983,916,5829
hotlake_ucc_72521,10886,6329,1562,6078,1147,5069,2441,1895,3950,2586,2858,1469,3121,8856,7188,6751,37919
hotlake_ucc_72522,3275,1663,426,1644,354,1131,697,475,1021,511,620,303,657,1977,1398,1200,10448
hotlake_ucc_72523,2652,1417,429,1565,459,1234,965,538,945,326,313,162,338,1826,1398,1183,8618
hotlake_ucc_72524,1928,1079,327,1304,266,899,598,375,612,250,305,139,297,1335,1002,865,4667
hotlake_ucc_72525,973,548,159,535,164,485,325,200,336,138,140,74,165,716,466,447,2513
hotlake_ucc_72526,647,283,80,201,44,261,141,66,179,65,53,34,68,328,151,174,1573
hotlake_ucc_72527,1375,745,248,746,217,623,396,240,438,252,345,149,382,1432,1040,821,2818
hotlake_ucc_72528,5286,2767,858,3224,1642,2739,2410,1402,1680,657,846,329,832,2810,1714,1571,6805
hotlake_ucc_72529,13401,6751,1880,7934,2345,5955,4772,2671,4310,1465,1565,709,1658,7083,4414,4329,19516
hotlake_ucc_72531,1740,1135,314,1570,231,904,709,502,781,165,148,86,170,936,642,518,2592
hotlake_ucc_72533,2649,1355,440,1752,601,1418,1119,645,1019,401,394,178,396,1583,832,860,3827
hotlake_ucc_72534,5217,2960,1054,4500,1432,2879,2618,1663,1951,400,424,153,399,1761,1134,978,6356
hotlake_ucc_72535,5156,2378,686,2678,1133,2219,1910,1195,1498,659,703,271,803,2768,1732,1750,6646
hotlake_ucc_72536,1655,801,227,923,409,826,644,397,455,147,157,56,183,623,392,328,2203
hotlake_ucc_72537,942,442,147,659,260,438,505,325,295,245,249,86,286,903,483,559,1047
hotlake_ucc_72538,3984,1997,472,2807,955,1761,1746,965,1286,926,896,408,933,3676,2581,2545,5431
hotlake_ucc_72539,5511,3335,1103,4603,1057,3235,2458,1535,1918,929,938,516,1051,3736,2305,2283,5400
hotlake_ucc_72540,340,132,56,160,79,175,142,100,90,68,63,30,90,229,147,140,480
hotlake_ucc_72541,1333,595,172,720,181,613,411,261,348,554,588,288,724,2099,1252,1222,1412
hotlake_ucc_72542,8174,4437,1364,4901,1419,4129,2773,1713,2708,1026,985,498,995,4902,3281,2792,21366
hotlake_ucc_72543,2857,1283,348,1222,334,1110,833,464,705,274,241,104,205,1058,583,682,5681
hotlake_ucc_72544,798,423,102,350,95,293,164,120,182,43,45,26,62,169,118,116,1805
hotlake_ucc_72545,1880,971,341,810,207,892,650,446,496,499,529,177,514,1221,454,400,2069
hotlake_ucc_72546,272,129,40,131,31,94,66,53,48,30,33,27,38,166,93,87,339
hotlake_ucc_72547,755,313,68,281,78,266,176,109,165,116,136,68,160,409,281,249,1004
hotlake_ucc_72548,533,213,52,276,63,166,187,79,98,68,49,35,86,260,148,143,522
hotlake_ucc_72549,497,213,45,225,118,220,226,129,134,48,56,17,68,222,135,120,583
hotlake_ucc_72551,218,142,34,189,58,149,137,89,97,263,309,139,359,564,215,432,560
hotlake_ucc_72552,750,502,160,750,133,518,497,296,302,443,387,165,471,1017,855,896,1356
hotlake_ucc_72553,528,328,92,438,74,277,254,141,199,260,272,121,299,916,476,503,1117
hotlake_ucc_72555,229,88,25,108,31,73,72,59,44,65,79,41,112,239,107,86,224
hotlake_ucc_72556,825,312,94,375,155,283,214,135,190,131,135,70,191,446,262,219,816
hotlake_ucc_72557,64,45,10,22,12,21,18,15,13,8,10,2,18,36,15,21,85
hotlake_ucc_72558,150,54,9,53,33,42,41,22,29,15,24,9,34,79,35,45,133
hotlake_ucc_72559,222,93,23,90,23,66,70,56,63,41,36,25,62,182,71,65,317
hotlake_ucc_72560,206,90,29,129,51,89,81,49,60,62,80,34,79,231,113,111,239
hotlake_ucc_72561,468,241,51,277,99,208,162,132,139,246,207,120,268,858,465,461,624
hotlake_ucc_72563,327,203,51,162,49,216,95,113,99,164,192,74,263,569,241,271,453
hotlake_ucc_72564,114,53,21,51,15,60,26,17,22,49,39,24,60,206,138,106,211
hotlake_ucc_72565,1788,974,214,762,228,992,539,351,722,215,209,88,219,807,513,485,3648
hotlake_ucc_72566,187,68,28,73,24,86,69,41,43,23,29,3,31,101,56,53,175
hotlake_ucc_72567,7208,5340,1721,7997,1262,4873,3519,2711,3554,1640,2281,1120,2162,12111,9235,6328,14597
hotlake_ucc_72569,586,274,65,349,130,280,271,175,166,51,76,33,91,422,213,158,634
hotlake_ucc_72570,2079,948,224,1101,343,804,743,447,475,376,466,180,527,1409,791,759,1789
hotlake_ucc_72571,1571,809,226,1061,309,695,668,378,425,272,282,125,334,896,531,531,1700
hotlake_ucc_72572,1351,585,134,614,184,509,297,260,346,136,174,68,179,785,426,474,1282
hotlake_ucc_72573,912,425,121,467,116,413,336,206,282,182,237,91,248,794,476,484,1245
hotlake_ucc_72574,534,248,80,331,166,263,264,148,178,62,60,32,69,268,155,149,546
hotlake_ucc_72575,2289,1542,454,1355,206,1643,687,367,866,434,411,297,683,2347,1533,1082,4289
hotlake_ucc_72576,23806,14714,3657,40107,5141,6830,11716,9982,5538,2385,2801,1351,2052,11284,8967,7712,11611
hotlake_ucc_72577,5142,2384,587,4760,1374,2366,4049,1970,1675,4502,4659,2174,5015,19309,12149,12641,6950
hotlake_ucc_72579,392,223,69,221,59,177,92,88,121,71,55,28,63,280,111,134,610
hotlake_ucc_72580,530,252,71,231,103,234,164,92,117,114,114,45,115,313,175,171,666
hotlake_ucc_72581,196,126,37,170,54,89,67,53,61,31,15,13,23,93,62,44,324
hotlake_ucc_72582,1305,702,171,648,215,415,380,278,261,174,196,93,215,860,563,469,1016
hotlake_ucc_72583,1027,480,103,631,209,483,417,258,269,264,260,97,307,1073,600,540,1060
hotlake_ucc_72584,149,61,19,94,30,98,88,28,48,18,26,8,21,74,49,70,138
hotlake_ucc_72585,77,23,8,39,3,25,25,18,15,13,22,3,16,60,30,32,118
hotlake_ucc_72586,576,268,62,229,71,280,142,98,159,162,190,59,210,719,402,410,874
hotlake_ucc_72587,2433,1093,248,1229,429,1376,1013,632,546,1425,1532,620,1732,6428,3059,3619,1995
hotlake_ucc_72588,378,349,124,839,177,418,456,272,303,64,70,31,55,355,305,192,919
hotlake_ucc_72589,4957,2882,953,3674,985,3127,2148,1215,2075,519,569,216,604,2677,1747,1819,9405
hotlake_ucc_72590,245,125,24,213,68,140,149,68,76,290,310,139,337,1212,818,737,244
hotlake_ucc_72591,1562,672,124,660,346,810,610,431,630,2434,2677,934,2888,7966,4788,4301,1297
hotlake_ucc_72592,710,296,62,341,151,372,271,178,245,1279,1373,546,1447,4866,2816,2410,765
hotlake_ucc_72593,935,430,73,390,126,353,317,168,281,1881,2041,795,2214,8481,4719,4057,2050
hotlake_ucc_72594,134,48,12,70,19,25,26,35,17,31,44,14,42,180,106,104,194
hotlake_ucc_72595,12910,9685,2081,11702,804,3035,3397,2216,2039,1095,1094,612,1089,3477,2347,1738,10293
hotlake_ucc_72596,667,398,99,511,59,235,214,109,177,185,198,87,195,562,399,391,1953
hotlake_ucc_72597,1271,676,127,473,95,306,216,135,172,157,173,70,184,639,408,318,1573
hotlake_ucc_72598,651,248,64,281,70,220,185,106,119,83,102,48,136,364,207,221,654
hotlake_ucc_72599,150,105,39,75,27,157,75,46,50,5,10,1,18,47,16,35,367
hotlake_ucc_72600,91,46,28,24,13,42,27,22,21,8,9,1,7,19,13,16,190
hotlake_ucc_72601,76,56,8,43,21,56,36,18,16,12,4,3,2,21,15,13,156
hotlake_ucc_72602,84,34,21,29,13,49,15,16,22,8,14,4,5,21,16,15,128
hotlake_ucc_72603,211,82,39,93,41,128,77,42,61,34,26,10,32,104,56,71,469
hotlake_ucc_72604,323,165,91,185,27,238,144,89,120,89,50,29,77,254,158,166,793
hotlake_ucc_72605,3080,2175,697,3990,841,1688,2022,1279,1099,1001,973,535,879,4625,3331,3079,2251
hotlake_ucc_72606,6531,4209,1484,9541,1824,3436,4274,2324,2064,1684,1714,953,1742,8211,6136,4491,4422
hotlake_ucc_72607,435,218,51,241,109,190,148,111,112,148,162,79,223,637,425,435,511
hotlake_ucc_72608,1256,563,156,576,262,530,438,312,305,161,169,74,226,826,461,482,1571
hotlake_ucc_72609,2588,1262,359,1177,284,973,880,416,656,306,255,150,354,1713,758,683,2925
hotlake_ucc_72610,2057,1038,274,979,407,760,565,387,527,429,420,155,497,1597,1126,1253,2162
hotlake_ucc_72611,2874,1831,472,3643,622,2042,2348,1374,1068,996,1417,609,1580,6516,3959,2974,2147
hotlake_ucc_72612,1270,587,159,598,165,581,397,241,335,156,179,92,221,680,457,432,1256
hotlake_ucc_72613,1445,527,146,498,230,542,361,319,305,226,219,67,274,758,447,477,1109
hotlake_ucc_72614,2705,1445,443,1779,600,1583,1164,704,800,551,541,231,631,2126,1655,1520,2699
hotlake_ucc_72615,1018,459,137,471,236,579,413,247,346,141,151,58,176,554,322,335,1226
hotlake_ucc_72616,493,189,53,220,92,240,162,135,129,41,81,35,103,240,125,110,478
hotlake_ucc_72617,619,247,90,269,138,332,205,138,167,101,77,32,103,347,166,156,532
hotlake_ucc_72618,1368,590,205,770,324,735,584,313,446,145,175,52,182,665,413,308,1477
hotlake_ucc_72619,638,263,76,326,122,389,299,155,210,82,103,40,100,329,187,196,739
hotlake_ucc_72620,2894,1385,353,1215,523,1351,793,593,791,554,545,256,606,2070,1217,1075,3682
hotlake_ucc_124818,108,86,25,197,60,86,128,57,35,18,33,8,28,99,51,25,120
hotlake_ucc_72622,594,330,126,854,224,385,463,265,320,67,72,37,73,303,241,160,345
hotlake_ucc_72623,109,79,8,60,7,43,48,31,28,19,26,17,31,81,34,32,221
hotlake_ucc_72624,2916,1328,425,1880,712,1780,1480,814,999,193,179,98,217,757,489,490,3886
hotlake_ucc_72625,1415,627,191,672,377,753,505,365,527,115,137,52,115,484,240,331,2564
hotlake_ucc_72627,1008,470,134,598,296,565,542,328,367,75,85,32,98,324,189,195,1573
hotlake_ucc_72628,2237,1103,333,1441,579,1266,940,659,756,309,338,115,333,1120,685,698,3302
hotlake_ucc_72629,3208,1416,418,1600,757,1383,1248,714,800,386,381,157,432,1463,870,951,3742
hotlake_ucc_72630,3650,1922,544,2451,788,2054,1631,1054,1219,606,677,279,715,2049,1318,1235,5072
hotlake_ucc_72631,2631,1284,385,1495,470,1230,1067,736,682,398,338,218,460,1584,923,902,2852
hotlake_ucc_72633,3321,1918,581,2217,643,1442,1211,744,1081,647,624,287,598,2629,1625,1430,7474
hotlake_ucc_72634,4311,2569,709,2931,592,1580,1203,828,1198,829,850,374,828,2543,1543,1607,6520
hotlake_ucc_72635,527,279,89,509,110,261,234,127,164,266,277,162,275,871,576,382,878
hotlake_ucc_72636,1042,465,157,592,259,547,433,291,322,429,551,208,675,1477,942,909,1096
hotlake_ucc_72637,868,429,121,446,158,497,327,218,298,387,426,220,548,1363,682,671,1161
hotlake_ucc_72638,524,303,82,277,103,275,173,132,155,169,158,87,153,539,318,361,848
hotlake_ucc_72639,351,151,40,130,50,148,84,65,90,62,42,29,51,137,85,90,486
hotlake_ucc_72640,1509,714,201,487,191,597,350,202,455,146,148,65,153,496,331,365,2359
hotlake_ucc_72641,3415,1726,528,1787,577,1546,1072,632,1187,303,333,153,321,1113,666,678,5153
hotlake_ucc_72642,6777,4027,1111,3992,1387,3305,2315,1595,2173,556,638,296,609,3105,2076,1854,13479
hotlake_ucc_72643,6503,3776,1198,4986,995,3018,2230,1688,2182,660,647,336,656,2447,1720,1280,8560
